primaryTitle,genres,directors,writers,averageRating,gross
Resident Evil: Apocalypse,"['Action', 'Horror', 'Sci-Fi']",['nm0936838'],['nm0027271'],6.2,125168734
Resident Evil: Extinction,"['Action', 'Horror', 'Sci-Fi']",['nm0611683'],['nm0027271'],6.3,149871103
Resident Evil: Retribution,"['Action', 'Horror', 'Sci-Fi']",['nm0027271'],['nm0027271'],5.4,240647629
Resident Evil: The Final Chapter,"['Action', 'Horror', 'Sci-Fi']",['nm0027271'],['nm0027271'],5.6,314109954
Return to Me,"['Comedy', 'Drama', 'Romance']",['nm0001372'],"['nm0001372', 'nm0482141', 'nm0827632', 'nm0329224']",6.9,32662299
Revenge,"['Action', 'Horror', 'Thriller']",['nm0267287'],['nm0267287'],6.3,15535771
Revenge,"['Action', 'Thriller']",['nm2177786'],"['nm6725589', 'nm2177786']",5.0,15535771
Revenge,"['Drama', 'Thriller']",['nm5666541'],"['nm0024310', 'nm5666541']",5.8,15535771
Revenge,"['Thriller', 'Western']",['nm4177512'],['nm3741595'],8.3,15535771
Revenge,['Action'],['nm2063933'],['nm2063933'],6.5,15535771
Revenge,"['Action', 'Adult', 'Drama']",['nm1701233'],['nm1701233'],7.2,15535771
Revenge,['Drama'],['nm2689348'],['nm2691125'],8.5,15535771
Revenge,['Thriller'],['nm0340244'],"['nm0325282', 'nm0498455']",4.4,15535771
Revenge,['Documentary'],['nm0786157'],"['nm1282389', 'nm0786157']",8.2,15535771
Revenge,['Drama'],['nm0951799'],"['nm1180933', 'nm0765859', 'nm0951799']",5.6,15535771
Revenge,['\\N'],['\\N'],['nm0339516'],6.8,15535771
Revenge,"['Action', 'Crime', 'Drama']",['nm0001716'],"['nm0365659', 'nm0279971']",6.2,15535771
Reversal of Fortune,"['Comedy', 'Drama']",['nm1368998'],['\\N'],6.2,15445131
Reversal of Fortune,"['Biography', 'Drama', 'Mystery']",['nm0775447'],"['nm0220641', 'nm0443582']",7.3,15445131
Revolutionary Road,"['Drama', 'Romance']",['nm0005222'],"['nm1244808', 'nm0946817']",7.3,79604820
Ricochet,"['Action', 'Crime', 'Drama']",['nm0611683'],"['nm0215269', 'nm0583675', 'nm0211823']",6.1,21756163
Riddick,"['Action', 'Sci-Fi', 'Thriller']",['nm0878638'],"['nm0878638', 'nm0923646', 'nm0003117']",6.4,94763758
Ride Along,"['Action', 'Comedy', 'Crime']",['nm1103162'],"['nm0177637', 'nm1727621', 'nm0006534', 'nm0542062']",6.2,153733800
Ride Along,['Action'],['nm3125923'],['nm3125923'],4.4,153733800
Ride Along 2,"['Action', 'Comedy']",['nm1103162'],"['nm0006534', 'nm0542062', 'nm0177637']",5.9,124827316
Riding in Cars with Boys,"['Biography', 'Comedy', 'Drama']",['nm0001508'],"['nm0195838', 'nm0911750']",6.5,29781453
Righteous Kill,"['Crime', 'Drama', 'Mystery']",['nm0000816'],['nm1897957'],6.0,78481410
Rio,['Drama'],"['nm2662431', 'nm6165221', 'nm5242917']","['nm5242917', 'nm6320621', 'nm2662431', 'nm5404405']",2.8,487519809
Rio,['Documentary'],['nm1637813'],['nm1637813'],8.3,487519809
Rio,"['Adventure', 'Animation', 'Comedy']",['nm0757858'],"['nm0757858', 'nm0427993', 'nm5333675', 'nm0722610', 'nm0827985', 'nm0893262', 'nm0363958']",6.9,487519809
Rio 2,"['Adventure', 'Animation', 'Comedy']",['nm0757858'],"['nm0722610', 'nm6423183', 'nm0081081', 'nm3229505', 'nm0757858', 'nm0185934']",6.3,492846291
Rise of the Guardians,"['Adventure', 'Animation', 'Family']",['nm0709056'],"['nm1865755', 'nm0431622']",7.3,306900902
Rise of the Planet of the Apes,"['Action', 'Drama', 'Sci-Fi']",['nm1012501'],"['nm0415425', 'nm0798646', 'nm0099541']",7.6,482860185
Rising Sun,"['Action', 'Crime', 'Drama']",['nm0442241'],"['nm0000341', 'nm0442241', 'nm0045660']",6.2,63095271
Ri¢hie Ri¢h,"['Comedy', 'Family']",['nm0677953'],"['nm0866063', 'nm0662678', 'nm0421084']",5.3,38087756
Road Trip,['Horror'],"['nm4068684', 'nm5402584']",['nm5402584'],6.7,119739110
Road Trip,"['Adventure', 'Comedy']",['nm0680846'],"['nm0680846', 'nm0035905']",6.5,119739110
Road to Perdition,"['Crime', 'Drama', 'Thriller']",['nm0005222'],"['nm0172523', 'nm0713479', 'nm0783100']",7.7,183354514
Rob Roy,"['Adventure', 'Biography', 'History']",['nm0001994'],['nm0788991'],6.9,31390587
Robin Hood,"['Action', 'Adventure', 'Thriller']",['nm1163264'],"['nm9808366', 'nm3598916']",5.4,322459006
Robin Hood,"['Action', 'Drama']",['nm2347483'],"['nm2347483', 'nm2956784']",6.3,322459006
Robin Hood,"['Action', 'Adventure', 'Drama']",['nm0000631'],"['nm0001338', 'nm0717550', 'nm0903456']",6.7,322459006
Robin Hood,"['Action', 'Adventure', 'Drama']",['nm0410139'],"['nm0720338', 'nm0569819']",5.8,322459006
Robin Hood: Men in Tights,"['Adventure', 'Comedy', 'Musical']",['nm0000316'],"['nm0788526', 'nm0151362', 'nm0000316']",6.7,35699287
Robin Hood: Prince of Thieves,"['Action', 'Drama', 'Thriller']",['nm0430782'],"['nm2819123', 'nm2818296']",5.7,390500000
Robin Hood: Prince of Thieves,"['Action', 'Adventure', 'Drama']",['nm0721817'],"['nm0914709', 'nm0219720']",6.9,390500000
RoboCop,"['Action', 'Crime', 'Sci-Fi']",['nm0655683'],"['nm2440587', 'nm0627159', 'nm0591160']",6.2,242981799
RoboCop 2,"['Action', 'Crime', 'Sci-Fi']",['nm0449984'],"['nm0627159', 'nm0591160', 'nm0588340', 'nm0338396']",5.8,45681173
Robots,"['Adventure', 'Animation', 'Comedy']","['nm0757858', 'nm0917188']","['nm0593856', 'nm0572151', 'nm1865755', 'nm0304665', 'nm0541632']",6.3,260700012
Rocky Balboa,"['Drama', 'Sport']",['nm0000230'],['nm0000230'],7.2,156229050
Rocky V,"['Drama', 'Sport']",['nm0000814'],['nm0000230'],5.2,119946358
Rogue One: A Star Wars Story,"['Action', 'Adventure', 'Sci-Fi']",['nm2284484'],"['nm0919363', 'nm0006904', 'nm0461306', 'nm1729428', 'nm0000184']",7.8,1049175577
Role Models,"['Comedy', 'Drama']",['nm1459905'],['nm1459905'],4.9,94500826
Role Models,['Comedy'],['nm0906476'],"['nm0000251', 'nm0380819', 'nm0748620', 'nm0906476', 'nm0547800']",6.9,94500826
Romeo Must Die,"['Action', 'Crime', 'Thriller']",['nm0005647'],"['nm0438449', 'nm0077171', 'nm0418904']",6.1,91036760
Romy and Michele's High School Reunion,['Comedy'],['nm0592400'],['nm0771494'],6.2,29235353
Ronin,"['Action', 'Adventure', 'Crime']",['nm0001239'],"['nm0954345', 'nm0000519']",7.3,70692101
Rookie of the Year,"['Comedy', 'Family', 'Fantasy']",['nm0827663'],['nm0363958'],6.0,53579269
Rounders,"['Crime', 'Drama']",['nm0001093'],"['nm0505522', 'nm0002718']",7.3,22921898
Rudy,"['Biography', 'Drama', 'Sport']",['nm0000770'],['nm0686233'],7.5,22750363
Rugrats Go Wild,"['Adventure', 'Animation', 'Comedy']","['nm0256983', 'nm0899329']","['nm0100326', 'nm0684919', 'nm0716366', 'nm0338569', 'nm0899567', 'nm0458312', 'nm0190780', 'nm0314480', 'nm0161285', 'nm0672554', 'nm1134390', 'nm0839966', 'nm0636453', 'nm0466528']",5.6,55443032
Rules of Engagement,"['Drama', 'Thriller', 'War']",['nm0001243'],"['nm0916136', 'nm0300866']",6.4,71719931
Rumble in the Bronx,"['Action', 'Comedy', 'Crime']",['nm0867262'],"['nm0849282', 'nm0530853']",6.8,36238752
Runaway Bride,"['Comedy', 'Romance']",['nm0005190'],"['nm0569210', 'nm0663490']",5.5,310138178
Runaway Jury,"['Crime', 'Drama', 'Thriller']",['nm0001219'],"['nm0001300', 'nm0002718', 'nm0505522', 'nm0166498', 'nm0152466']",7.1,67338219
Rush,"['Action', 'Biography', 'Drama']",['nm0000165'],['nm0604948'],8.1,98230839
Rush,"['Crime', 'Thriller']",['nm5151261'],"['nm5151261', 'nm1300956']",3.8,98230839
Rush,"['Comedy', 'Romance']","['nm3992849', 'nm3996971']","['nm3996971', 'nm3992849']",8.9,98230839
Rush,['Drama'],['nm1037474'],['\\N'],6.6,98230839
Rush,"['Action', 'Crime', 'Drama']",['nm0005572'],"['nm0941948', 'nm0223320']",6.7,98230839
Rush Hour,['Documentary'],['nm0438304'],['\\N'],6.6,245300000
Rush Hour,"['Action', 'Comedy', 'Crime']",['nm0711840'],"['nm0482780', 'nm0467942']",7.0,245300000
Rush Hour 2,"['Action', 'Comedy', 'Crime']",['nm0711840'],"['nm0482780', 'nm0622288']",6.6,347425832
Rush Hour 3,"['Action', 'Comedy', 'Crime']",['nm0711840'],"['nm0622288', 'nm0482780']",6.2,256585882
Rushmore,"['Comedy', 'Drama']",['nm0027572'],"['nm0027572', 'nm0005562']",7.7,19080435
S.W.A.T.,"['Action', 'Adventure', 'Crime']",['nm0424800'],"['nm0358842', 'nm0593856', 'nm0572151', 'nm0043742', 'nm0571346']",6.0,207154748
Sabrina,"['Horror', 'Thriller']",['nm3151107'],"['nm2544631', 'nm3151107', 'nm5322975']",4.5,87100000
Sabrina,"['Comedy', 'Drama']",['nm0001628'],"['nm0853138', 'nm0000697', 'nm0499626', 'nm0070660', 'nm0713128']",6.3,87100000
Safe Haven,"['Drama', 'Romance', 'Thriller']",['nm0002120'],"['nm0828342', 'nm5654942', 'nm0817023']",6.7,94050951
Safe Haven,"['Drama', 'Thriller']",['nm1173226'],['\\N'],4.6,94050951
Safe House,"['Action', 'Adventure', 'Crime']",['nm1174251'],['nm1638756'],6.8,208542162
Safe House,['\\N'],['nm0171812'],['nm0171812'],7.4,208542162
Safe House,['Thriller'],['nm0821451'],"['nm0821451', 'nm0769985', 'nm0572161']",7.1,208542162
Sahara,"['Adventure', 'Animation', 'Comedy']",['nm1764568'],"['nm1764568', 'nm0443592', 'nm3376362']",5.6,121671925
Sahara,"['Action', 'Adventure', 'Comedy']",['nm0252135'],"['nm0193774', 'nm0232776', 'nm0649191', 'nm0724167', 'nm0366337']",6.0,121671925
Salt,"['Action', 'Mystery', 'Thriller']",['nm0637518'],['nm0934483'],6.4,290650494
Salt,['Thriller'],['nm0851348'],['nm0851348'],4.8,290650494
Salt,['Drama'],['nm0336486'],['nm0336486'],7.0,290650494
Salt,['\\N'],"['nm0994420', 'nm0503705', 'nm0994313', 'nm0994508', 'nm0994469']",['\\N'],6.4,290650494
San Andreas,"['Action', 'Adventure', 'Drama']",['nm0679031'],"['nm0193681', 'nm1061002', 'nm0664920']",6.1,456261781
Sanctum,"['Adventure', 'Drama', 'Thriller']",['nm0340958'],"['nm2510763', 'nm1337757']",5.9,104283753
Sausage Party,"['Adventure', 'Animation', 'Comedy']","['nm0970447', 'nm0862911']","['nm3773434', 'nm3782043', 'nm0736622', 'nm1698571', 'nm1706767']",6.2,141354394
Savages,"['Crime', 'Drama', 'Thriller']",['nm0000231'],"['nm0004307', 'nm0972454', 'nm0000231']",6.5,82513490
Savages,['Drama'],['nm1046187'],"['nm0022110', 'nm1098504', 'nm1046187', 'nm0701905', 'nm0539263']",6.8,82513490
Save the Last Dance,"['Drama', 'Music', 'Romance']",['nm0141961'],"['nm0012137', 'nm0249882']",6.2,122244329
Saving Mr. Banks,"['Biography', 'Comedy', 'Drama']",['nm0359387'],"['nm0545150', 'nm0810055']",7.5,114962525
Saving Private Ryan,"['Drama', 'War']",['nm0000229'],['nm0734441'],8.6,485035085
Saw,"['Horror', 'Mystery']",['nm1490123'],"['nm1191481', 'nm1490123']",7.6,103880027
Saw II,"['Horror', 'Mystery']",['nm1135423'],"['nm1191481', 'nm1135423']",6.6,152925093
Saw III,"['Horror', 'Mystery']",['nm1135423'],"['nm1191481', 'nm1490123']",6.2,163876815
Saw IV,"['Horror', 'Mystery']",['nm1135423'],"['nm1733317', 'nm1729303', 'nm0272090']",5.9,135759694
Saw V,"['Horror', 'Mystery']",['nm0352524'],"['nm1733317', 'nm1729303']",5.8,118209778
Saw VI,"['Horror', 'Mystery']",['nm0340436'],"['nm1733317', 'nm1729303']",6.0,69752402
Scary Movie,['Comedy'],['nm0005540'],"['nm0915465', 'nm0005541', 'nm0424688', 'nm0064556', 'nm0294997', 'nm0783536']",6.2,277200000
Scary Movie,"['Comedy', 'Horror']",['nm0259032'],"['nm0259032', 'nm0807899', 'nm0901021']",4.9,277200000
Scary Movie 2,['Comedy'],['nm0005540'],"['nm0915465', 'nm0005541', 'nm0424688', 'nm0064556', 'nm0294997', 'nm0783536', 'nm1010379', 'nm0333240', 'nm0689844', 'nm0811360', 'nm0915460']",5.3,141189101
Scary Movie 3,['Comedy'],['nm0001878'],"['nm0563301', 'nm0698493', 'nm0915465', 'nm0005541', 'nm0424688', 'nm0064556', 'nm0294997', 'nm0783536']",5.5,155200000
Scary Movie 4,['Comedy'],['nm0001878'],"['nm0563301', 'nm0000720', 'nm0698493', 'nm0915465', 'nm0005541', 'nm0424688', 'nm0064556', 'nm0294997', 'nm0783536']",5.1,178710620
Scent of a Woman,['Drama'],['nm0000976'],"['nm0037097', 'nm0325743', 'nm0531431', 'nm0728271']",8.0,63895607
School Ties,['Drama'],['nm0541677'],"['nm0937725', 'nm0690431']",6.9,14715067
School of Rock,"['Comedy', 'Music']",['nm0000500'],['nm0925234'],7.1,131944672
Scooby-Doo,"['Adventure', 'Comedy', 'Family']",['nm0331532'],"['nm0348181', 'nm0864471', 'nm0360253', 'nm0053484']",5.0,276294164
Scooby-Doo 2: Monsters Unleashed,"['Adventure', 'Comedy', 'Family']",['nm0331532'],"['nm0360253', 'nm0053484', 'nm0348181']",5.0,181185387
Scream,['Biography'],['nm2647632'],['nm2647632'],7.7,173046663
Scream,['Documentary'],['nm0476657'],['\\N'],5.8,173046663
Scream,"['Horror', 'Mystery']",['nm0000127'],['nm0932078'],7.2,173046663
Scream 2,"['Horror', 'Mystery']",['nm0000127'],['nm0932078'],6.1,172363301
Scream 3,"['Horror', 'Mystery']",['nm0000127'],"['nm0932078', 'nm0472567']",5.6,161838076
Scream 4,"['Horror', 'Mystery']",['nm0000127'],['nm0932078'],6.2,95989590
Se7en,"['Crime', 'Drama', 'Mystery']",['nm0000399'],['nm0001825'],8.6,328125643
Seabiscuit,"['Drama', 'History', 'Sport']",['nm0002657'],"['nm1227780', 'nm0002657']",7.3,148715342
Season of the Witch,"['Action', 'Adventure', 'Fantasy']",['nm0784061'],['nm0776885'],5.4,91126600
Season of the Witch,['Thriller'],['nm3810161'],['nm3810161'],6.1,91126600
Secondhand Lions,"['Comedy', 'Drama', 'Family']",['nm0564827'],['nm0564827'],7.6,47902566
Secret Window,"['Drama', 'Mystery', 'Thriller']",['nm0462895'],"['nm0000175', 'nm0462895']",6.6,92111551
Secret of the Wings,"['Animation', 'Family', 'Fantasy']","['nm0391996', 'nm0304432']","['nm0304432', 'nm0391996', 'nm0746598', 'nm0737241']",7.2,67084376
Secretariat,"['Biography', 'Drama', 'Family']",['nm0908824'],"['nm0723692', 'nm0618720']",7.2,60376247
See Spot Run,"['Action', 'Comedy', 'Crime']",['nm0925870'],"['nm0303032', 'nm0201304', 'nm7971037', 'nm0264470', 'nm0212997', 'nm0588986', 'nm0316736', 'nm0864471']",5.4,43057552
Selena,"['Biography', 'Drama', 'Music']",['nm0622695'],['nm0622695'],6.7,35450113
Sense and Sensibility,"['Drama', 'Romance']",['nm0000487'],"['nm0000807', 'nm0000668']",7.7,134993774
Serendipity,['Drama'],['nm9103074'],['nm7919191'],8.8,77477297
Serendipity,"['Comedy', 'Romance']",['nm0155093'],['nm0458884'],6.9,77477297
Set It Off,"['Action', 'Crime', 'Drama']",['nm0336620'],"['nm0119405', 'nm0486824']",6.9,36049108
Seven Pounds,"['Drama', 'Romance']",['nm0610831'],['nm1455356'],7.6,166617328
Seven Years in Tibet,"['Adventure', 'Biography', 'Drama']",['nm0000269'],"['nm0364143', 'nm0426539']",7.0,131445884
Seventh Son,"['Action', 'Adventure', 'Fantasy']",['nm0091076'],"['nm0495378', 'nm1140275', 'nm0338557', 'nm2796716']",5.5,108874967
Sex Tape,"['Comedy', 'Romance']",['nm0440458'],"['nm1180074', 'nm0781981', 'nm0831557']",5.1,126069509
Sex and the City,"['Comedy', 'Drama', 'Romance']",['nm0455078'],"['nm0455078', 'nm0124299', 'nm0823015']",5.6,415247258
Sex and the City 2,"['Comedy', 'Drama', 'Romance']",['nm0455078'],"['nm0455078', 'nm0124299', 'nm0823015']",4.4,294680778
Sgt. Bilko,['Comedy'],['nm0528718'],"['nm0383733', 'nm0106563']",5.8,37956589
Shadowlands,"['Biography', 'Drama', 'Romance']",['nm0000277'],['nm0629933'],7.4,25842377
Shaft,"['Action', 'Crime', 'Thriller']",['nm0005436'],"['nm0862781', 'nm0005436', 'nm0004307', 'nm0697115']",5.9,107190108
Shakespeare in Love,"['Comedy', 'Drama', 'History']",['nm0006960'],"['nm0635565', 'nm0001779']",7.1,279500000
Shall We Dance?,"['Comedy', 'Drama', 'Music']",['nm0839397'],['nm0839397'],7.7,118097882
Shallow Hal,"['Comedy', 'Drama', 'Fantasy']","['nm0268370', 'nm0268380']","['nm1765923', 'nm0268380', 'nm0268370']",5.9,70836296
Shanghai Knights,"['Action', 'Adventure', 'Comedy']",['nm0229694'],"['nm0332184', 'nm0587692']",6.2,88316835
Shanghai Noon,"['Action', 'Adventure', 'Comedy']",['nm0223359'],"['nm0587692', 'nm0332184']",6.6,71189835
Shaolin Soccer,"['Action', 'Comedy', 'Fantasy']",['nm0159507'],"['nm0159507', 'nm0874683', 'nm0298676', 'nm1385080', 'nm0359584', 'nm4932610']",7.3,42776032
Shark Tale,"['Adventure', 'Animation', 'Comedy']","['nm0074426', 'nm0421776', 'nm1224299']","['nm5022110', 'nm1224299', 'nm0042006', 'nm0073688', 'nm0084190', 'nm0692040', 'nm0769840', 'nm0931185', 'nm1019583', 'nm1659741']",6.0,371917043
Shattered,['Thriller'],['nm2992403'],"['nm3272225', 'nm0148187']",5.7,11511031
Shattered,['Documentary'],['nm4336205'],['\\N'],7.4,11511031
Shattered,['Thriller'],['nm1636723'],['nm1636723'],6.4,11511031
Shattered,['Drama'],['nm2233382'],['nm2233382'],5.0,11511031
Shattered,"['Crime', 'Drama', 'Mystery']",['nm0054954'],['nm1474331'],6.7,11511031
Shattered,"['Crime', 'Drama', 'Mystery']",['nm0000583'],"['nm0624217', 'nm0000583']",6.5,11511031
She's All That,"['Comedy', 'Romance']",['nm0410769'],['nm0281592'],5.9,63465522
She's the Man,"['Comedy', 'Romance', 'Sport']",['nm0275698'],"['nm1894168', 'nm0527581', 'nm0809006']",6.4,55279608
Sherlock Holmes,['Adventure'],['nm2428276'],['nm4952830'],5.4,498438212
Sherlock Holmes,"['Action', 'Adventure', 'Crime']",['nm0005363'],"['nm3467335', 'nm0669756', 'nm1334526', 'nm0927880', 'nm0236279']",7.6,498438212
Sherlock Holmes,['Mystery'],['\\N'],['\\N'],5.0,498438212
Sherlock Holmes: A Game of Shadows,"['Action', 'Adventure', 'Crime']",['nm0005363'],"['nm1802251', 'nm0612487', 'nm0236279']",7.5,535663443
Shine,"['Drama', 'Music']",['nm2493004'],"['nm2493004', 'nm5814776', 'nm2179750', 'nm3006402']",4.8,36672493
Shine,"['Biography', 'Drama', 'Music']",['nm0382956'],"['nm0764982', 'nm0382956']",7.7,36672493
Shining Through,"['Drama', 'Romance', 'Thriller']",['nm0783544'],"['nm0410574', 'nm0783544']",6.4,21733781
Shooter,['Action'],['nm8485246'],"['nm4683293', 'nm8485246']",3.6,95538560
Shooter,"['Action', 'Crime', 'Drama']",['nm0298807'],"['nm0501380', 'nm2394211']",7.2,95538560
Showgirls,['Drama'],['nm0000682'],['nm0000390'],4.7,37750754
Showtime,"['Drama', 'Fantasy', 'Musical']",['nm0477102'],['nm0628873'],4.2,78948765
Showtime,"['Action', 'Comedy', 'Crime']",['nm0223359'],"['nm0764822', 'nm0972440', 'nm0332184', 'nm0587692']",5.5,78948765
Shrek,"['Adventure', 'Animation', 'Comedy']","['nm0421776', 'nm0011470']","['nm0825308', 'nm0254645', 'nm0744429', 'nm0830294', 'nm0776107', 'nm0970606', 'nm3735491', 'nm0970447']",7.9,491812794
Shrek 2,"['Adventure', 'Animation', 'Comedy']","['nm0970447', 'nm0038432', 'nm0011470']","['nm0825308', 'nm0011470', 'nm0830294', 'nm0826425', 'nm0918955', 'nm0970606', 'nm0230666', 'nm3735491', 'nm1019583', 'nm0970447']",7.2,937008132
Shrek Forever After,"['Adventure', 'Animation', 'Comedy']",['nm0593610'],"['nm0825308', 'nm0458441', 'nm0501359']",6.3,756244673
Shrek the Third,"['Adventure', 'Animation', 'Comedy']","['nm3735491', 'nm0401203']","['nm0696949', 'nm0780620', 'nm3735491', 'nm0912403', 'nm0011470', 'nm0825308']",6.1,807330936
Shutter,"['Horror', 'Thriller']",['nm3459414'],"['nm3459414', 'nm4824538']",3.2,47782426
Shutter,"['Drama', 'Family', 'Thriller']",['nm1335378'],"['nm2170955', 'nm0558593']",7.4,47782426
Shutter,['Thriller'],['nm0558593'],['nm0558593'],7.7,47782426
Shutter,"['Horror', 'Mystery', 'Thriller']",['nm0643696'],"['nm1430636', 'nm1059740', 'nm1637163', 'nm1802294']",5.2,47782426
Shutter,['Drama'],['nm3269688'],['nm3269688'],7.0,47782426
Shutter,"['Horror', 'Mystery', 'Thriller']","['nm1059740', 'nm1802294']","['nm1059740', 'nm1802294', 'nm1637163']",7.1,47782426
Shutter Island,"['Mystery', 'Thriller']",['nm0000217'],"['nm0436164', 'nm1212331']",8.1,299461782
Sibling Rivalry,['Comedy'],['nm0005348'],['nm0325630'],5.4,17854933
Sicario,"['Action', 'Crime', 'Drama']",['nm0898288'],['nm0792263'],7.6,84397880
Sicario,['Drama'],['nm0637189'],['nm0840765'],6.5,84397880
Sidekicks,"['Action', 'Adventure', 'Comedy']",['nm0635760'],"['nm0407764', 'nm0860151']",5.0,17180393
Sideways,['Drama'],['nm0323219'],"['nm0668247', 'nm0681914']",6.1,109793192
Sideways,"['Comedy', 'Drama', 'Romance']",['nm0668247'],"['nm0681914', 'nm0668247', 'nm0852591']",7.5,109793192
Signs,"['Drama', 'Mystery', 'Sci-Fi']",['nm0796117'],['nm0796117'],6.7,408269295
Silent Hill,['Horror'],['nm0304521'],['nm0000812'],6.6,94704227
Silver Linings Playbook,"['Comedy', 'Drama', 'Romance']",['nm0751102'],"['nm0751102', 'nm2683048']",7.7,236412453
Sin City,"['Crime', 'Thriller']","['nm0001675', 'nm0588340', 'nm0000233']",['nm0588340'],8.0,158527918
Sinbad: Legend of the Seven Seas,"['Adventure', 'Animation', 'Comedy']","['nm0426333', 'nm1369708']",['nm0517589'],6.7,80767884
Sing,"['Animation', 'Comedy', 'Family']","['nm1134029', 'nm2888554']",['nm1134029'],7.1,634458571
Single White Female,"['Drama', 'Thriller']",['nm0775447'],"['nm1661375', 'nm0740400']",6.3,48017402
Singles,"['Comedy', 'Drama']",['nm1246883'],['nm0215853'],4.4,18471850
Singles,"['Comedy', 'Drama', 'Romance']",['nm0001081'],['nm0001081'],6.7,18471850
Sinister,"['Horror', 'Mystery', 'Thriller']",['nm0220600'],"['nm0220600', 'nm1803036']",6.8,87727807
Sister Act,"['Comedy', 'Crime', 'Family']",['nm0001915'],['nm0397411'],6.3,231600000
Sisters,['Comedy'],['nm0601337'],['nm0996134'],6.0,106030660
Sisters,['Drama'],['nm0928316'],['nm0928316'],5.7,106030660
Sisters,['Drama'],['nm0268984'],"['nm0268984', 'nm0856500']",6.4,106030660
Sisters,"['Crime', 'Horror', 'Mystery']",['nm0118348'],"['nm0741544', 'nm0000361', 'nm0118348', 'nm2185599']",3.9,106030660
